재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		637,279,986			1,693,702,885	2,560,022,646
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		32,568,410,964			30,509,603,368	28,999,496,055
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		800,929,115,777			1,029,045,891,979	595,852,965,277
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당순이익(손실)		3,026			1,071	657
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		16,201,342,467			18,011,758,483	20,605,764,470
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		6,125,426,611			1,893,240,535	349,277,931
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		227,768,768,521			107,139,417,111	79,585,746,969
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		40,150,508,151			10,740,802,330	4,649,549,943
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		145,227,867,092			51,389,739,829	31,534,757,160
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세차감전순이익		185,378,375,243			62,130,542,159	36,184,307,103
손익계산서, 기능별 분류 - 별도	[null]	나래에너지서비스	기타법인	353	증기, 냉ㆍ온수 및 공기조절 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		1,028,697,884,298			1,136,185,309,090	675,438,712,246
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		19,434,744,819			28,635,854,531	30,606,245,376
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		919,630,055			472,532,312	986,170,140
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		968,678,655			241,737,906	16,244,135
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본 및 희석 주당순이익		1,531			2,127	2,370
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		1,937,671,320			560,052,876	431,834,929
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		3,882,420,764			2,938,595,768	1,267,931,759
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		4,020,628,390			7,190,428,077	8,029,273,392
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_OperatingExpense	      영업비용		89,894,420,584			79,341,565,824	58,119,886,373
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		17,309,817,273			24,054,763,752	24,382,994,819
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		21,330,445,663			31,245,191,829	32,412,268,211
손익계산서, 성격별 분류 - 별도	[089600]	나스미디어	코스닥시장상장법인	713	광고업	12	2023-12-31	사업보고서	KRW	ifrs-full_Revenue	      영업수익		109,329,165,403			107,977,420,355	88,726,131,749
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		-165,178,665			3,580,575,826	5,138,255,607
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	dart_OtherGains	      기타이익		616,427,637			4,524,012,671	8,029,502,058
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	dart_OtherLosses	      기타손실		1,332,039,441			1,685,611,382	7,889,416,386
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		5,230,339,561			5,389,783,069	5,283,385,387
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	entity00172185_udf_IS_201886181215468_IncomeStatementAbstract	      지분법이익(손실)		-8,082,405,034			-1,481,117,441	2,224,748,658
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		35,630,972,668			53,270,235,280	71,676,291,821
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		-324			102	219
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		-324			102	219
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		4,839,392,233			7,971,352,974	4,190,114,618
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		4,177,796,239			7,205,655,045	5,132,712,897
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		5,065,160,896			8,970,358,895	10,421,640,994
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		522,520,246			979,929,308	1,589,316,834
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		-10,147,311,743			3,192,232,437	6,856,371,382
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		-9,624,791,497			4,172,161,745	8,445,688,216
손익계산서, 기능별 분류 - 별도	[004270]	남성	유가증권시장상장법인	467	기타 전문 도매업	12	2023-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		40,696,133,564			62,240,594,175	82,097,932,815
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		3,115,783,286			4,841,605,914	8,168,217,868
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		84,271,285			44,084,799,592	28,570,770
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		1,013,226,715			14,958,810,446	1,629,872,381
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	entity00113508_udf_IS_2018861653679_IncomeStatementAbstract	      영업수익		20,669,639,893			20,027,915,202	21,744,239,921
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	entity00113508_udf_IS_20188616634487_IncomeStatementAbstract	      영업비용		17,553,856,607			15,186,309,288	13,576,022,053
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	entity00113508_udf_IS_201856161433753_EarningsPerShareAbstract	         구형우선주 기본및희석주당이익		253			3,134	541
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본및희석주당이익		248			3,129	536
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		2,332,835,932			3,457,934,211	2,380,598,535
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		2,779,135,301			2,478,593,823	1,897,336,918
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		31,144,407			305,430,068	499,414,448
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		2,601,982,818			32,682,824,604	5,584,240,192
손익계산서, 기능별 분류 - 별도	[000320]	노루홀딩스	유가증권시장상장법인	649	기타 금융업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		2,633,127,225			32,988,254,672	6,083,654,640
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		124,300,734,400			63,302,715,147	62,341,126,463
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		28,388,992,450			28,410,459,999	32,639,040,661
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		19,643,548,973			3,035,981,249	6,215,250,997
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		567,299,013,670			522,674,657,180	487,001,572,661
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	entity00108241_udf_IS_2023103113360801OfIncomeStatementAbstract	      총매출액		2,899,475,719,553			2,666,242,679,586	2,343,442,438,687
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	entity00108241_udf_IS_20231031133634894OfIncomeStatementAbstract	      매출에누리등		294,109,667,982			270,281,877,769	240,860,215,293
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		1,913,766,303,501			1,809,983,429,490	1,553,239,524,270
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		19,891			13,344	12,299
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		19,891			13,344	12,299
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		12,008,198,068			13,872,325,623	4,514,739,976
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		30,476,416,847			25,977,038,482	11,623,712,609
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		691,599,748,070			585,977,372,327	549,342,699,124
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		35,960,317,715			23,162,890,596	24,029,235,147
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		115,021,458,479			77,166,010,764	71,120,815,083
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		150,981,776,194			100,328,901,360	95,150,050,230
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		2,605,366,051,571			2,395,960,801,817	2,102,582,223,394
손익계산서, 기능별 분류 - 별도	[004370]	농심	유가증권시장상장법인	107	도시락 및 식사용 조리식품 제조업	12	2023-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAccountedForUsingEquityMethod	      지분법손실		-532,620,462			-453,005,396	-723,838,530
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		8,746,590,842			9,195,537,495	3,760,187,839
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		40,849,866,464			41,509,264,428	43,515,495,268
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	entity00176835_TaxExpenseOfIncomeStatementAbstract	      법인세수익		588,150,341			324,519,903	139,457,575
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	entity00176835_udf_IS_2023130154448430_IncomeStatementAbstract	      기타수익		2,160,363,738			1,609,979,873	1,597,194,340
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	entity00176835_udf_IS_2023130154612150_IncomeStatementAbstract	      기타비용		3,647,242,273			2,920,697,241	2,009,896,636
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		52,503,835,506			51,293,470,489	53,664,558,649
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         계속영업 보통주 기본 및 희석주당이익		455			517	301
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         중단영업 보통주 기본 및 희석주당이익(손실)		455			517	301
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		2,234,962,676			2,951,800,581	1,170,554,486
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		1,678,563,106			3,023,431,135	2,515,565,003
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		49,596,457,306			50,704,801,923	47,275,683,107
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		7,291,463,078			8,280,970,584	4,831,953,635
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		6,703,312,737			7,956,450,681	4,692,496,060
손익계산서, 기능별 분류 - 별도	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2023-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		102,100,292,812			101,998,272,412	100,940,241,756
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	entity00389970_udf_IS_2019111285911927_IncomeStatementAbstract	      지분법손실		27,673,778,701			13,825,676,847	
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	dart_AdjustmentsForImpairmentLossesOnInvestmentsInAssociates	      지분법적용투자주식손상차손		3,196,274,908			2,700,607,579	1,085,243,408
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		20,894,090,957			20,505,160,609	20,640,842,890
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	dart_OtherGains	      기타영업외수익		5,400,159,198			10,753,318,917	16,995,616,177
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	dart_OtherLosses	      기타영업외비용		10,557,135,138			39,951,721,724	5,073,038,089
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	entity00389970_udf_IS_201958172545608_IncomeStatementAbstract	      영업비용		206,052,158,537			201,782,810,479	190,529,791,405
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	entity00389970_udf_IS_201958172548920_IncomeStatementAbstract	      대손상각비		19,842,824,282			18,432,368,125	12,949,235,936
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	entity00389970_udf_IS_202032320129248_IncomeStatementAbstract	      지분법적용투자주식처분이익		1,504,767,623			3,946,980,404	10,837,613,610
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	entity00389970_udf_IS_20238131728150_IncomeStatementAbstract	      지분법이익		929,411,135				34,628,098,478
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		-360			-201	845
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		-360			-398	845
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		12,414,018,587			29,799,802,501	19,682,026,093
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		4,127,362,580			36,705,006,046	2,355,805,990
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		3,032,165,365			-951,076,952	3,205,962,849
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		-24,017,581,206			-13,416,265,723	56,411,706,706
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전이익(손실)		-20,985,415,841			-14,367,342,675	59,617,669,555
손익계산서, 기능별 분류 - 별도	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2023-12-31	사업보고서	KRW	ifrs-full_Revenue	      영업수익		246,789,073,776			240,720,339,213	224,119,870,231
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		983,996,166			28,906,807	
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		-18,667,328,075			-36,853,960,142	-18,647,036,314
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		8,069,907,615			7,933,803,816	10,693,301,724
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		53,440,574,304			46,201,799,435	15,838,361,764
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		88,967,230,331			103,607,696,594	87,556,473,797
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_20235915017423_IncomeStatementAbstract	      대손상각비(환입)		30,932,438			-170,261,894	556,053,584
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_20235915116206_IncomeStatementAbstract	      기타의 대손상각비		1,866,431,508			46,322,457	43,659,328
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_20235915132719_IncomeStatementAbstract	      종속기업 및 관계기업에 대한 지분법손익		-38,456,019,904			-33,249,891,372	-27,993,216,207
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_20235915146823_IncomeStatementAbstract	      이자수익		2,357,179,813			1,692,187,644	1,963,181,743
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		495,925,610,186			522,515,243,738	523,700,333,956
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_2023591554136_BasicEarningsLossPerShare	            우선주기본주당손익		45			45	90
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_2023591555848_BasicEarningsLossPerShare	            보통주기본주당손익		-1,529			-1,978	-694
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_20235915553119_DilutedEarningsLossPerShare	            보통주희석주당손익		-1,529			-1,978	-694
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	entity00108913_udf_IS_20235915554527_DilutedEarningsLossPerShare	            우선주희석주당손익		45			45	90
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      기타금융수익		109,566,091			838,509,607	801,043,185
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		70,330,834,694			66,583,474,558	69,465,491,067
손익계산서, 기능별 분류 - 별도	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2023-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		503,681,391			29,422,638,056	-2,396,696,391
